Stock File,Total Rows,Duplicate Pairs,Row1,Row2,Date,Action,Qty,Price1,Price2,Cost1,Cost2,Exch1,Exch2
Bharat Wire Ropes Ltd.xlsx,41,38,23,34,2024-01-10 00:00:00,Sell,7.0,360.19,360.19,2521.3,2521.3,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,23,35,2024-01-10 00:00:00,Sell,7.0,360.19,360.19,2521.3,2521.3,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,24,27,2024-01-10 00:00:00,Sell,1.0,360.2,360.2,360.2,360.2,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,24,29,2024-01-10 00:00:00,Sell,1.0,360.2,360.2,360.2,360.2,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,24,30,2024-01-10 00:00:00,Sell,1.0,360.2,360.2,360.2,360.2,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,24,32,2024-01-10 00:00:00,Sell,1.0,360.2,360.2,360.2,360.2,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,25,31,2024-01-10 00:00:00,Sell,7.0,360.19,360.19,2521.3,2521.3,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,25,34,2024-01-10 00:00:00,Sell,7.0,360.19,360.19,2521.3,2521.3,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,25,35,2024-01-10 00:00:00,Sell,7.0,360.19,360.19,2521.3,2521.3,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,27,29,2024-01-10 00:00:00,Sell,1.0,360.2,360.2,360.2,360.2,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,27,30,2024-01-10 00:00:00,Sell,1.0,360.2,360.2,360.2,360.2,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,27,32,2024-01-10 00:00:00,Sell,1.0,360.2,360.2,360.2,360.2,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,29,30,2024-01-10 00:00:00,Sell,1.0,360.2,360.2,360.2,360.2,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,29,32,2024-01-10 00:00:00,Sell,1.0,360.2,360.2,360.2,360.2,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,30,32,2024-01-10 00:00:00,Sell,1.0,360.2,360.2,360.2,360.2,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,31,34,2024-01-10 00:00:00,Sell,7.0,360.19,360.19,2521.3,2521.3,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,31,35,2024-01-10 00:00:00,Sell,7.0,360.19,360.19,2521.3,2521.3,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,34,35,2024-01-10 00:00:00,Sell,7.0,360.19,360.19,2521.3,2521.3,NSE,NSE
Bharat Wire Ropes Ltd.xlsx,41,38,36,37,2023-12-22 00:00:00,Buy,1.0,310.74,310.64,310.74,310.64,NSE,NSE
Biocon Ltd.xlsx,30,0
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,10,11,2025-12-29 00:00:00,Buy,1,1829.9,1829.9,1842.89,1842.89,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,10,12,2025-12-29 00:00:00,Buy,1,1829.9,1829.9,1842.89,1842.89,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,11,12,2025-12-29 00:00:00,Buy,1,1829.9,1829.9,1842.89,1842.89,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,28,29,2025-11-18 00:00:00,Buy,1,1907.1,1907.1,1920.65,1920.65,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,30,31,2025-11-17 00:00:00,Buy,1,1848.4,1848.4,1861.52,1861.52,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,39,40,2025-10-29 00:00:00,Buy,1,2017.4,2017.5,2031.71,2031.82,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,45,46,2025-10-20 00:00:00,Buy,1,2032,2031.9,2046.39,2046.29,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,49,61,2025-10-03 00:00:00,Buy,4,1808.8,1894.28,7286.58,,NSE,BSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,50,62,2025-10-03 00:00:00,Buy,1,1808.8,1894.28,1821.66,,NSE,BSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,51,63,2025-09-24 00:00:00,Buy,5,1880.95,1894.28,9471.4,,BSE,BSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,52,65,2025-09-03 00:00:00,Buy,1,1829.5,1842.48,1842.48,1842.48,BSE,BSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,53,64,2025-09-03 00:00:00,Buy,4,1829,1841.98,7367.94,7367.94,BSE,BSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,54,66,2025-09-01 00:00:00,Buy,3,1753.7,1766.08,5298.24,5298.24,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,55,57,2025-08-04 00:00:00,Buy,1,1902,1902.1,1915.54,1915.64,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,55,58,2025-08-04 00:00:00,Buy,1,1902,1902.1,1915.54,1915.65,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,55,68,2025-08-04 00:00:00,Buy,1,1902,1915.54,1915.54,1915.54,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,55,69,2025-08-04 00:00:00,Buy,1,1902,1915.65,1915.54,1915.65,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,55,70,2025-08-04 00:00:00,Buy,1,1902,1915.64,1915.54,1915.64,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,56,67,2025-08-04 00:00:00,Buy,2,1902.1,1915.6,3831.19,3831.19,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,57,58,2025-08-04 00:00:00,Buy,1,1902.1,1902.1,1915.64,1915.65,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,57,68,2025-08-04 00:00:00,Buy,1,1902.1,1915.54,1915.64,1915.54,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,57,69,2025-08-04 00:00:00,Buy,1,1902.1,1915.65,1915.64,1915.65,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,57,70,2025-08-04 00:00:00,Buy,1,1902.1,1915.64,1915.64,1915.64,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,58,68,2025-08-04 00:00:00,Buy,1,1902.1,1915.54,1915.65,1915.54,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,58,69,2025-08-04 00:00:00,Buy,1,1902.1,1915.65,1915.65,1915.65,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,58,70,2025-08-04 00:00:00,Buy,1,1902.1,1915.64,1915.65,1915.64,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,68,69,2025-08-04 00:00:00,Buy,1,1915.54,1915.65,1915.54,1915.65,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,68,70,2025-08-04 00:00:00,Buy,1,1915.54,1915.64,1915.54,1915.64,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,69,70,2025-08-04 00:00:00,Buy,1,1915.65,1915.64,1915.65,1915.64,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,73,76,2025-07-11 00:00:00,Buy,3,1965.93,1965.83,5897.78,5897.48,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,75,77,2025-07-11 00:00:00,Buy,1,1965.82,1965.62,1965.82,1965.62,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,83,84,2025-06-04 00:00:00,Buy,1,2024.05,2024.65,2024.05,2024.65,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,83,85,2025-06-04 00:00:00,Buy,1,2024.05,2024.05,2024.05,2024.05,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,84,85,2025-06-04 00:00:00,Buy,1,2024.65,2024.05,2024.65,2024.05,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,88,89,2025-03-18 00:00:00,Buy,2,1703.49,1703.55,,,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,93,94,2025-02-24 00:00:00,Buy,5,1804.35,1804.35,9021.76,9021.77,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,98,99,2025-02-14 00:00:00,Buy,1,1867.85,1869.08,1867.85,1869.08,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,98,102,2025-02-14 00:00:00,Buy,1,1867.85,1867.85,1867.85,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,98,103,2025-02-14 00:00:00,Buy,1,1867.85,1867.85,1867.85,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,98,104,2025-02-14 00:00:00,Buy,1,1867.85,1867.85,1867.85,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,98,105,2025-02-14 00:00:00,Buy,1,1867.85,1867.85,1867.85,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,99,102,2025-02-14 00:00:00,Buy,1,1869.08,1867.85,1869.08,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,99,103,2025-02-14 00:00:00,Buy,1,1869.08,1867.85,1869.08,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,99,104,2025-02-14 00:00:00,Buy,1,1869.08,1867.85,1869.08,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,99,105,2025-02-14 00:00:00,Buy,1,1869.08,1867.85,1869.08,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,100,101,2025-02-14 00:00:00,Buy,2,1869.19,1869.1,3738.39,3738.19,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,102,103,2025-02-14 00:00:00,Buy,1,1867.85,1867.85,1867.85,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,102,104,2025-02-14 00:00:00,Buy,1,1867.85,1867.85,1867.85,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,102,105,2025-02-14 00:00:00,Buy,1,1867.85,1867.85,1867.85,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,103,104,2025-02-14 00:00:00,Buy,1,1867.85,1867.85,1867.85,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,103,105,2025-02-14 00:00:00,Buy,1,1867.85,1867.85,1867.85,1867.85,NSE,NSE
Bombay Burmah Trading Corporation Ltd.xlsx,122,52,104,105,2025-02-14 00:00:00,Buy,1,1867.85,1867.85,1867.85,1867.85,NSE,NSE
Carysil Ltd.xlsx,10,12,6,9,2025-04-07 00:00:00,Buy,1.0,570.35,570.24,570.35,570.24,NSE,NSE
Carysil Ltd.xlsx,10,12,6,11,2025-04-07 00:00:00,Buy,1.0,570.35,570.51,570.35,570.51,NSE,NSE
Carysil Ltd.xlsx,10,12,6,14,2025-04-07 00:00:00,Buy,1.0,570.35,570.51,570.35,570.51,NSE,NSE
Carysil Ltd.xlsx,10,12,7,10,2025-04-07 00:00:00,Buy,2.0,570.51,570.51,1141.02,1141.02,NSE,NSE
Carysil Ltd.xlsx,10,12,7,12,2025-04-07 00:00:00,Buy,2.0,570.51,570.51,1141.02,1141.02,NSE,NSE
Carysil Ltd.xlsx,10,12,7,13,2025-04-07 00:00:00,Buy,2.0,570.51,570.51,1141.02,1141.02,NSE,NSE
Carysil Ltd.xlsx,10,12,9,11,2025-04-07 00:00:00,Buy,1.0,570.24,570.51,570.24,570.51,NSE,NSE
Carysil Ltd.xlsx,10,12,9,14,2025-04-07 00:00:00,Buy,1.0,570.24,570.51,570.24,570.51,NSE,NSE
Carysil Ltd.xlsx,10,12,10,12,2025-04-07 00:00:00,Buy,2.0,570.51,570.51,1141.02,1141.02,NSE,NSE
Carysil Ltd.xlsx,10,12,10,13,2025-04-07 00:00:00,Buy,2.0,570.51,570.51,1141.02,1141.02,NSE,NSE
Carysil Ltd.xlsx,10,12,11,14,2025-04-07 00:00:00,Buy,1.0,570.51,570.51,570.51,570.51,NSE,NSE
Carysil Ltd.xlsx,10,12,12,13,2025-04-07 00:00:00,Buy,2.0,570.51,570.51,1141.02,1141.02,NSE,NSE
Coal India Ltd.xlsx,92,3,26,29,2025-10-20 00:00:00,Buy,10,388.95,391.7,3917.02,,NSE,NSE
Coal India Ltd.xlsx,92,3,27,30,2025-10-17 00:00:00,Buy,20,386.75,389.49,7789.8,,BSE,NSE
Coal India Ltd.xlsx,92,3,28,31,2025-09-03 00:00:00,Buy,10,381.85,384.56,3845.58,3845.58,NSE,NSE
Gautam Gems Ltd.xlsx,1,0
Graphite India Ltd.xlsx,21,5,5,6,2025-02-28 00:00:00,Buy,1.0,391.44,391.44,391.44,391.44,NSE,NSE
Graphite India Ltd.xlsx,21,5,5,8,2025-02-28 00:00:00,Buy,1.0,391.44,391.44,391.44,391.44,NSE,NSE
Graphite India Ltd.xlsx,21,5,6,8,2025-02-28 00:00:00,Buy,1.0,391.44,391.44,391.44,391.44,NSE,NSE
Graphite India Ltd.xlsx,21,5,12,14,2025-02-11 00:00:00,Buy,4.0,473.88,473.79,1895.54,1895.14,NSE,NSE
Graphite India Ltd.xlsx,21,5,13,15,2025-02-11 00:00:00,Buy,1.0,473.92,473.72,473.92,473.72,NSE,NSE
Hero MotoCorp Ltd.xlsx,9,11,5,6,2025-03-18 00:00:00,Buy,1,3584.19,3581.19,#REF!,#REF!,NSE,NSE
Hero MotoCorp Ltd.xlsx,9,11,9,10,2025-02-17 00:00:00,Buy,1,3824.82,3824.82,3824.82,3824.82,NSE,NSE
Hero MotoCorp Ltd.xlsx,9,11,9,11,2025-02-17 00:00:00,Buy,1,3824.82,3824.82,3824.82,3824.82,NSE,NSE
Hero MotoCorp Ltd.xlsx,9,11,9,12,2025-02-17 00:00:00,Buy,1,3824.82,3824.82,3824.82,3824.82,NSE,NSE
Hero MotoCorp Ltd.xlsx,9,11,9,13,2025-02-17 00:00:00,Buy,1,3824.82,3824.82,3824.82,3824.82,NSE,NSE
Hero MotoCorp Ltd.xlsx,9,11,10,11,2025-02-17 00:00:00,Buy,1,3824.82,3824.82,3824.82,3824.82,NSE,NSE
Hero MotoCorp Ltd.xlsx,9,11,10,12,2025-02-17 00:00:00,Buy,1,3824.82,3824.82,3824.82,3824.82,NSE,NSE
Hero MotoCorp Ltd.xlsx,9,11,10,13,2025-02-17 00:00:00,Buy,1,3824.82,3824.82,3824.82,3824.82,NSE,NSE
Hero MotoCorp Ltd.xlsx,9,11,11,12,2025-02-17 00:00:00,Buy,1,3824.82,3824.82,3824.82,3824.82,NSE,NSE
Hero MotoCorp Ltd.xlsx,9,11,11,13,2025-02-17 00:00:00,Buy,1,3824.82,3824.82,3824.82,3824.82,NSE,NSE
Hero MotoCorp Ltd.xlsx,9,11,12,13,2025-02-17 00:00:00,Buy,1,3824.82,3824.82,3824.82,3824.82,NSE,NSE
High Energy Batteries (India) Ltd.xlsx,48,60,9,10,2025-12-26 00:00:00,Buy,5,545.55,545.5,2750.24,2749.99,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,15,16,2025-12-09 00:00:00,Buy,5,560.95,561,2827.8,2828.11,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,23,24,2025-11-17 00:00:00,Buy,2,657.95,657,1326.73,1324.82,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,30,32,2025-10-20 00:00:00,Buy,10,640.95,646.22,6462.21,,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,31,33,2025-10-17 00:00:00,Buy,10,610.5,615.52,6155.25,,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,38,39,2025-02-24 00:00:00,Buy,2,484.4,486.42,968.81,972.83,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,38,40,2025-02-24 00:00:00,Buy,2,484.4,485.17,968.81,970.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,38,41,2025-02-24 00:00:00,Buy,2,484.4,485.42,968.81,970.83,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,38,42,2025-02-24 00:00:00,Buy,2,484.4,484.15,968.81,968.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,38,44,2025-02-24 00:00:00,Buy,2,484.4,484.9,968.81,969.81,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,38,45,2025-02-24 00:00:00,Buy,2,484.4,485.67,968.81,971.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,38,46,2025-02-24 00:00:00,Buy,2,484.4,485.92,968.81,971.83,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,38,47,2025-02-24 00:00:00,Buy,2,484.4,483.95,968.81,967.91,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,38,48,2025-02-24 00:00:00,Buy,2,484.4,484.65,968.81,969.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,38,49,2025-02-24 00:00:00,Buy,2,484.4,486.17,968.81,972.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,39,40,2025-02-24 00:00:00,Buy,2,486.42,485.17,972.83,970.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,39,41,2025-02-24 00:00:00,Buy,2,486.42,485.42,972.83,970.83,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,39,42,2025-02-24 00:00:00,Buy,2,486.42,484.15,972.83,968.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,39,44,2025-02-24 00:00:00,Buy,2,486.42,484.9,972.83,969.81,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,39,45,2025-02-24 00:00:00,Buy,2,486.42,485.67,972.83,971.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,39,46,2025-02-24 00:00:00,Buy,2,486.42,485.92,972.83,971.83,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,39,47,2025-02-24 00:00:00,Buy,2,486.42,483.95,972.83,967.91,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,39,48,2025-02-24 00:00:00,Buy,2,486.42,484.65,972.83,969.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,39,49,2025-02-24 00:00:00,Buy,2,486.42,486.17,972.83,972.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,40,41,2025-02-24 00:00:00,Buy,2,485.17,485.42,970.33,970.83,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,40,42,2025-02-24 00:00:00,Buy,2,485.17,484.15,970.33,968.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,40,44,2025-02-24 00:00:00,Buy,2,485.17,484.9,970.33,969.81,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,40,45,2025-02-24 00:00:00,Buy,2,485.17,485.67,970.33,971.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,40,46,2025-02-24 00:00:00,Buy,2,485.17,485.92,970.33,971.83,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,40,47,2025-02-24 00:00:00,Buy,2,485.17,483.95,970.33,967.91,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,40,48,2025-02-24 00:00:00,Buy,2,485.17,484.65,970.33,969.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,40,49,2025-02-24 00:00:00,Buy,2,485.17,486.17,970.33,972.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,41,42,2025-02-24 00:00:00,Buy,2,485.42,484.15,970.83,968.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,41,44,2025-02-24 00:00:00,Buy,2,485.42,484.9,970.83,969.81,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,41,45,2025-02-24 00:00:00,Buy,2,485.42,485.67,970.83,971.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,41,46,2025-02-24 00:00:00,Buy,2,485.42,485.92,970.83,971.83,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,41,47,2025-02-24 00:00:00,Buy,2,485.42,483.95,970.83,967.91,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,41,48,2025-02-24 00:00:00,Buy,2,485.42,484.65,970.83,969.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,41,49,2025-02-24 00:00:00,Buy,2,485.42,486.17,970.83,972.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,42,44,2025-02-24 00:00:00,Buy,2,484.15,484.9,968.31,969.81,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,42,45,2025-02-24 00:00:00,Buy,2,484.15,485.67,968.31,971.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,42,46,2025-02-24 00:00:00,Buy,2,484.15,485.92,968.31,971.83,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,42,47,2025-02-24 00:00:00,Buy,2,484.15,483.95,968.31,967.91,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,42,48,2025-02-24 00:00:00,Buy,2,484.15,484.65,968.31,969.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,42,49,2025-02-24 00:00:00,Buy,2,484.15,486.17,968.31,972.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,44,45,2025-02-24 00:00:00,Buy,2,484.9,485.67,969.81,971.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,44,46,2025-02-24 00:00:00,Buy,2,484.9,485.92,969.81,971.83,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,44,47,2025-02-24 00:00:00,Buy,2,484.9,483.95,969.81,967.91,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,44,48,2025-02-24 00:00:00,Buy,2,484.9,484.65,969.81,969.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,44,49,2025-02-24 00:00:00,Buy,2,484.9,486.17,969.81,972.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,45,46,2025-02-24 00:00:00,Buy,2,485.67,485.92,971.33,971.83,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,45,47,2025-02-24 00:00:00,Buy,2,485.67,483.95,971.33,967.91,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,45,48,2025-02-24 00:00:00,Buy,2,485.67,484.65,971.33,969.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,45,49,2025-02-24 00:00:00,Buy,2,485.67,486.17,971.33,972.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,46,47,2025-02-24 00:00:00,Buy,2,485.92,483.95,971.83,967.91,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,46,48,2025-02-24 00:00:00,Buy,2,485.92,484.65,971.83,969.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,46,49,2025-02-24 00:00:00,Buy,2,485.92,486.17,971.83,972.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,47,48,2025-02-24 00:00:00,Buy,2,483.95,484.65,967.91,969.31,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,47,49,2025-02-24 00:00:00,Buy,2,483.95,486.17,967.91,972.33,BSE,BSE
High Energy Batteries (India) Ltd.xlsx,48,60,48,49,2025-02-24 00:00:00,Buy,2,484.65,486.17,969.31,972.33,BSE,BSE
