Stock File,Total Rows,Duplicate Pairs,Row1,Row2,Date,Action,Qty,Price1,Price2,Cost1,Cost2,Exch1,Exch2
Rail Vikas Nigam.xlsx,47,86,40,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,41,42,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,41,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,42,43,2025-10-17 00:00:00,Buy,2,333.55,333.55,671.83,671.83,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,44,45,2025-10-17 00:00:00,Buy,1,333.55,333.55,335.91,335.91,NSE,NSE
Rail Vikas Nigam.xlsx,47,86,46,50,2025-10-13 00:00:00,Buy,10,339.1,341.5,3414.95,,BSE,NSE
Rail Vikas Nigam.xlsx,47,86,47,51,2025-10-10 00:00:00,Buy,20,345.05,347.5,6950.08,,NSE,NSE
Railtel Corporation of India Ltd.xlsx,55,3,21,22,2025-11-18 00:00:00,Buy,1,359.15,359.15,361.69,361.69,NSE,NSE
Railtel Corporation of India Ltd.xlsx,55,3,31,33,2025-10-20 00:00:00,Buy,20,366.25,368.85,7376.93,,BSE,NSE
Railtel Corporation of India Ltd.xlsx,55,3,32,34,2025-08-28 00:00:00,Buy,10,340.2,342.61,3426.12,3426.12,NSE,NSE
Rallis India Ltd.xlsx,181,101,9,10,2026-01-08 00:00:00,Buy,5,259.05,259.05,1304.46,1304.46,NSE,NSE
Rallis India Ltd.xlsx,181,101,25,27,2025-11-17 00:00:00,Buy,1,252.15,252.15,253.93,253.93,NSE,NSE
Rallis India Ltd.xlsx,181,101,48,49,2025-10-30 00:00:00,Buy,2,267.7,267.7,539.18,539.18,NSE,NSE
Rallis India Ltd.xlsx,181,101,54,60,2025-10-27 00:00:00,Buy,1,264.45,264.45,266.32,266.32,NSE,NSE
Rallis India Ltd.xlsx,181,101,54,64,2025-10-27 00:00:00,Buy,1,264.45,264.5,266.32,266.37,NSE,NSE
Rallis India Ltd.xlsx,181,101,54,65,2025-10-27 00:00:00,Buy,1,264.45,264.45,266.32,266.32,NSE,NSE
Rallis India Ltd.xlsx,181,101,57,58,2025-10-27 00:00:00,Buy,2,264.5,264.45,532.75,532.65,NSE,NSE
Rallis India Ltd.xlsx,181,101,57,59,2025-10-27 00:00:00,Buy,2,264.5,264.5,532.75,532.75,NSE,NSE
Rallis India Ltd.xlsx,181,101,58,59,2025-10-27 00:00:00,Buy,2,264.45,264.5,532.65,532.75,NSE,NSE
Rallis India Ltd.xlsx,181,101,60,64,2025-10-27 00:00:00,Buy,1,264.45,264.5,266.32,266.37,NSE,NSE
Rallis India Ltd.xlsx,181,101,60,65,2025-10-27 00:00:00,Buy,1,264.45,264.45,266.32,266.32,NSE,NSE
Rallis India Ltd.xlsx,181,101,64,65,2025-10-27 00:00:00,Buy,1,264.5,264.45,266.37,266.32,NSE,NSE
Rallis India Ltd.xlsx,181,101,68,76,2025-10-20 00:00:00,Buy,50,277.4,279.37,13968.6,,BSE,NSE
Rallis India Ltd.xlsx,181,101,69,77,2025-10-17 00:00:00,Buy,10,290.35,292.41,2924.07,,NSE,NSE
Rallis India Ltd.xlsx,181,101,70,78,2025-10-13 00:00:00,Buy,1,297.85,299.94,299.94,,NSE,NSE
Rallis India Ltd.xlsx,181,101,71,79,2025-10-13 00:00:00,Buy,9,297.85,299.95,2699.52,,NSE,NSE
Rallis India Ltd.xlsx,181,101,72,74,2025-10-09 00:00:00,Buy,2,299.6,299.6,603.47,603.46,NSE,NSE
Rallis India Ltd.xlsx,181,101,72,80,2025-10-09 00:00:00,Buy,2,299.6,301.74,603.47,,NSE,NSE
Rallis India Ltd.xlsx,181,101,72,82,2025-10-09 00:00:00,Buy,2,299.6,301.73,603.47,,NSE,NSE
Rallis India Ltd.xlsx,181,101,73,75,2025-10-09 00:00:00,Buy,8,299.6,299.6,2413.85,2413.85,NSE,NSE
Rallis India Ltd.xlsx,181,101,73,81,2025-10-09 00:00:00,Buy,8,299.6,301.73,2413.85,,NSE,NSE
Rallis India Ltd.xlsx,181,101,73,83,2025-10-09 00:00:00,Buy,8,299.6,301.73,2413.85,,NSE,NSE
Rallis India Ltd.xlsx,181,101,74,80,2025-10-09 00:00:00,Buy,2,299.6,301.74,603.46,,NSE,NSE
Rallis India Ltd.xlsx,181,101,74,82,2025-10-09 00:00:00,Buy,2,299.6,301.73,603.46,,NSE,NSE
Rallis India Ltd.xlsx,181,101,75,81,2025-10-09 00:00:00,Buy,8,299.6,301.73,2413.85,,NSE,NSE
Rallis India Ltd.xlsx,181,101,75,83,2025-10-09 00:00:00,Buy,8,299.6,301.73,2413.85,,NSE,NSE
Rallis India Ltd.xlsx,181,101,80,82,2025-10-09 00:00:00,Buy,2,301.74,301.73,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,81,83,2025-10-09 00:00:00,Buy,8,301.73,301.73,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,87,88,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,87,90,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,87,94,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,87,95,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,88,90,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,88,94,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,88,95,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,89,91,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,89,92,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,89,93,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,89,96,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,90,94,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,90,95,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,91,92,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,91,93,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,91,96,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,92,93,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,92,96,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,93,96,2025-03-17 00:00:00,Buy,5,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,94,95,2025-03-17 00:00:00,Buy,2,208.84,208.84,,,NSE,NSE
Rallis India Ltd.xlsx,181,101,97,102,2025-03-06 00:00:00,Buy,2,222.24,222.25,444.48,444.5,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,99,2025-03-06 00:00:00,Buy,1,222.27,222.26,222.27,222.26,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,101,2025-03-06 00:00:00,Buy,1,222.27,222.33,222.27,222.33,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,104,2025-03-06 00:00:00,Buy,1,222.27,222.25,222.27,222.25,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,105,2025-03-06 00:00:00,Buy,1,222.27,222.3,222.27,222.3,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,107,2025-03-06 00:00:00,Buy,1,222.27,222.29,222.27,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,108,2025-03-06 00:00:00,Buy,1,222.27,222.29,222.27,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,109,2025-03-06 00:00:00,Buy,1,222.27,222.29,222.27,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,110,2025-03-06 00:00:00,Buy,1,222.27,222.29,222.27,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,98,111,2025-03-06 00:00:00,Buy,1,222.27,222.34,222.27,222.34,NSE,NSE
Rallis India Ltd.xlsx,181,101,99,101,2025-03-06 00:00:00,Buy,1,222.26,222.33,222.26,222.33,NSE,NSE
Rallis India Ltd.xlsx,181,101,99,104,2025-03-06 00:00:00,Buy,1,222.26,222.25,222.26,222.25,NSE,NSE
Rallis India Ltd.xlsx,181,101,99,105,2025-03-06 00:00:00,Buy,1,222.26,222.3,222.26,222.3,NSE,NSE
Rallis India Ltd.xlsx,181,101,99,107,2025-03-06 00:00:00,Buy,1,222.26,222.29,222.26,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,99,108,2025-03-06 00:00:00,Buy,1,222.26,222.29,222.26,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,99,109,2025-03-06 00:00:00,Buy,1,222.26,222.29,222.26,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,99,110,2025-03-06 00:00:00,Buy,1,222.26,222.29,222.26,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,99,111,2025-03-06 00:00:00,Buy,1,222.26,222.34,222.26,222.34,NSE,NSE
Rallis India Ltd.xlsx,181,101,100,103,2025-03-06 00:00:00,Buy,8,222.29,222.33,1778.3,1778.62,NSE,NSE
Rallis India Ltd.xlsx,181,101,101,104,2025-03-06 00:00:00,Buy,1,222.33,222.25,222.33,222.25,NSE,NSE
Rallis India Ltd.xlsx,181,101,101,105,2025-03-06 00:00:00,Buy,1,222.33,222.3,222.33,222.3,NSE,NSE
Rallis India Ltd.xlsx,181,101,101,107,2025-03-06 00:00:00,Buy,1,222.33,222.29,222.33,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,101,108,2025-03-06 00:00:00,Buy,1,222.33,222.29,222.33,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,101,109,2025-03-06 00:00:00,Buy,1,222.33,222.29,222.33,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,101,110,2025-03-06 00:00:00,Buy,1,222.33,222.29,222.33,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,101,111,2025-03-06 00:00:00,Buy,1,222.33,222.34,222.33,222.34,NSE,NSE
Rallis India Ltd.xlsx,181,101,104,105,2025-03-06 00:00:00,Buy,1,222.25,222.3,222.25,222.3,NSE,NSE
Rallis India Ltd.xlsx,181,101,104,107,2025-03-06 00:00:00,Buy,1,222.25,222.29,222.25,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,104,108,2025-03-06 00:00:00,Buy,1,222.25,222.29,222.25,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,104,109,2025-03-06 00:00:00,Buy,1,222.25,222.29,222.25,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,104,110,2025-03-06 00:00:00,Buy,1,222.25,222.29,222.25,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,104,111,2025-03-06 00:00:00,Buy,1,222.25,222.34,222.25,222.34,NSE,NSE
Rallis India Ltd.xlsx,181,101,105,107,2025-03-06 00:00:00,Buy,1,222.3,222.29,222.3,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,105,108,2025-03-06 00:00:00,Buy,1,222.3,222.29,222.3,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,105,109,2025-03-06 00:00:00,Buy,1,222.3,222.29,222.3,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,105,110,2025-03-06 00:00:00,Buy,1,222.3,222.29,222.3,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,105,111,2025-03-06 00:00:00,Buy,1,222.3,222.34,222.3,222.34,NSE,NSE
Rallis India Ltd.xlsx,181,101,107,108,2025-03-06 00:00:00,Buy,1,222.29,222.29,222.29,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,107,109,2025-03-06 00:00:00,Buy,1,222.29,222.29,222.29,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,107,110,2025-03-06 00:00:00,Buy,1,222.29,222.29,222.29,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,107,111,2025-03-06 00:00:00,Buy,1,222.29,222.34,222.29,222.34,NSE,NSE
Rallis India Ltd.xlsx,181,101,108,109,2025-03-06 00:00:00,Buy,1,222.29,222.29,222.29,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,108,110,2025-03-06 00:00:00,Buy,1,222.29,222.29,222.29,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,108,111,2025-03-06 00:00:00,Buy,1,222.29,222.34,222.29,222.34,NSE,NSE
Rallis India Ltd.xlsx,181,101,109,110,2025-03-06 00:00:00,Buy,1,222.29,222.29,222.29,222.29,NSE,NSE
Rallis India Ltd.xlsx,181,101,109,111,2025-03-06 00:00:00,Buy,1,222.29,222.34,222.29,222.34,NSE,NSE
Rallis India Ltd.xlsx,181,101,110,111,2025-03-06 00:00:00,Buy,1,222.29,222.34,222.29,222.34,NSE,NSE
Rallis India Ltd.xlsx,181,101,119,121,2025-02-11 00:00:00,Buy,2,230.28,230.34,460.56,460.68,NSE,NSE
Rallis India Ltd.xlsx,181,101,131,133,2024-03-01 00:00:00,Buy,2,250.46,250.46,500.91,500.91,NSE,NSE
Rallis India Ltd.xlsx,181,101,132,136,2024-03-01 00:00:00,Buy,20,250.36,250.36,5007.19,5007.19,NSE,NSE
Rallis India Ltd.xlsx,181,101,134,135,2024-03-01 00:00:00,Buy,3,250.41,250.36,751.22,751.07,NSE,NSE
Rallis India Ltd.xlsx,181,101,151,152,2022-11-25 00:00:00,Buy,2,241.7,241.65,483.4,483.3,NSE,NSE
Rallis India Ltd.xlsx,181,101,159,161,2022-05-11 00:00:00,Buy,6,204.89,204.84,1229.35,1229.05,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,16,17,2022-09-23 00:00:00,Buy,1.0,279.0,279.0,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,16,18,2022-09-23 00:00:00,Buy,1.0,279.0,279.0,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,16,20,2022-09-23 00:00:00,Buy,1.0,279.0,279.0,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,16,21,2022-09-23 00:00:00,Buy,1.0,279.0,278.95,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,16,22,2022-09-23 00:00:00,Buy,1.0,279.0,279.0,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,17,18,2022-09-23 00:00:00,Buy,1.0,279.0,279.0,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,17,20,2022-09-23 00:00:00,Buy,1.0,279.0,279.0,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,17,21,2022-09-23 00:00:00,Buy,1.0,279.0,278.95,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,17,22,2022-09-23 00:00:00,Buy,1.0,279.0,279.0,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,18,20,2022-09-23 00:00:00,Buy,1.0,279.0,279.0,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,18,21,2022-09-23 00:00:00,Buy,1.0,279.0,278.95,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,18,22,2022-09-23 00:00:00,Buy,1.0,279.0,279.0,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,20,21,2022-09-23 00:00:00,Buy,1.0,279.0,278.95,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,20,22,2022-09-23 00:00:00,Buy,1.0,279.0,279.0,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,21,22,2022-09-23 00:00:00,Buy,1.0,278.95,279.0,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,23,24,2022-05-11 00:00:00,Buy,1.0,258.85,258.75,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,27,28,2022-03-09 00:00:00,Buy,5.0,310.004,310.004,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,35,36,2021-08-10 00:00:00,Buy,10.0,497.85,497.898,520,520,BSE,BSE
Ramco Systems Ltd.xlsx,67,20,41,42,2021-07-22 00:00:00,Sell,10.0,629.343,629.343,520,520,NSE,NSE
Ramco Systems Ltd.xlsx,67,20,50,51,2021-05-07 00:00:00,Buy,7.0,510.747143,510.747143,520,520,NSE,NSE
Reliance Industries Ltd.xlsx,86,6,15,16,2026-01-05 00:00:00,Buy,1,1592.3,1592.45,1603.57,1603.75,NSE,BSE
Reliance Industries Ltd.xlsx,86,6,28,29,2025-10-29 00:00:00,Buy,1,1495.3,1495.3,1505.9,1505.9,NSE,NSE
Reliance Industries Ltd.xlsx,86,6,47,48,2025-01-30 00:00:00,Buy,4,1250.45,1250.6,5001.79,5002.4,NSE,NSE
Reliance Industries Ltd.xlsx,86,6,50,51,2024-03-27 00:00:00,Sell,10,2927.59,2929.33,29275.94,29293.31,NSE,NSE
Reliance Industries Ltd.xlsx,86,6,62,63,2023-09-15 00:00:00,Buy,2,2458.9,2458.905,4952.8,4952.81,NSE,NSE
Reliance Industries Ltd.xlsx,86,6,66,67,2023-09-11 00:00:00,Buy,1,2468.2,2468.2,2485.73,2485.73,NSE,NSE
Rites Ltd.xlsx,57,9,10,11,2025-12-11 00:00:00,Buy,10,224.95,225,2265.39,2266.03,NSE,BSE
Rites Ltd.xlsx,57,9,23,25,2025-10-27 00:00:00,Buy,1,245.88,245.88,247.63,247.63,NSE,NSE
Rites Ltd.xlsx,57,9,30,33,2025-10-20 00:00:00,Buy,20,247.05,248.81,4976.18,,BSE,BSE
Rites Ltd.xlsx,57,9,32,36,2025-08-28 00:00:00,Buy,10,246.85,248.6,2486,2486,BSE,BSE
Rites Ltd.xlsx,57,9,34,35,2025-09-17 00:00:00,Buy,10,2.65,2.65,,,DIV,DIV
Rites Ltd.xlsx,57,9,42,43,2025-02-17 00:00:00,Buy,13,202.73,202.73,2635.5,2635.5,NSE,NSE
Rites Ltd.xlsx,57,9,42,46,2025-02-17 00:00:00,Buy,13,202.73,202.73,2635.5,2635.5,NSE,NSE
Rites Ltd.xlsx,57,9,43,46,2025-02-17 00:00:00,Buy,13,202.73,202.73,2635.5,2635.5,NSE,NSE
Rites Ltd.xlsx,57,9,44,45,2025-02-17 00:00:00,Buy,3,202.73,202.73,608.18,608.18,NSE,NSE
SBI ETF Gold.xlsx,9,0
SBI Life Insurance Company Ltd.xlsx,33,7,12,14,2025-02-14 00:00:00,Buy,3.0,1464.7,1464.7,4394.1,4394.1,NSE,NSE
SBI Life Insurance Company Ltd.xlsx,33,7,12,15,2025-02-14 00:00:00,Buy,3.0,1464.7,1464.7,4394.1,4394.1,NSE,NSE
SBI Life Insurance Company Ltd.xlsx,33,7,14,15,2025-02-14 00:00:00,Buy,3.0,1464.7,1464.7,4394.1,4394.1,NSE,NSE
SBI Life Insurance Company Ltd.xlsx,33,7,28,29,2023-01-30 00:00:00,Buy,1.0,1228.0,1228.0,1236.28,1236.28,NSE,NSE
SBI Life Insurance Company Ltd.xlsx,33,7,31,32,2023-01-24 00:00:00,Buy,1.0,1295.75,1295.5,1304.91,1304.64,NSE,NSE
SBI Life Insurance Company Ltd.xlsx,33,7,34,35,2022-11-29 00:00:00,Buy,1.0,1265.5,1265.45,1274.51,1274.45,NSE,NSE
SBI Life Insurance Company Ltd.xlsx,33,7,36,37,2022-11-25 00:00:00,Buy,1.0,1246.0,1245.95,1254.83,1254.76,NSE,NSE
SBI.xlsx,106,3,7,9,2025-10-17 00:00:00,Buy,10,889.45,895.76,8957.65,,BSE,NSE
SBI.xlsx,106,3,8,10,2025-09-03 00:00:00,Buy,10,810.5,816.25,8162.46,8162.46,NSE,NSE
SBI.xlsx,106,3,41,42,2023-09-14 00:00:00,Buy,10,597.002,597.002,6012.38,6012.38,NSE,NSE
Sun TV Network Ltd.xlsx,13,0
Suzlon Energy.xlsx,11,0
Syngene International Ltd.xlsx,84,5,21,22,2025-11-13 00:00:00,Buy,1,669.9,669.9,674.64,674.64,NSE,NSE
Syngene International Ltd.xlsx,84,5,26,28,2025-10-27 00:00:00,Buy,1,661.6,661.6,666.29,666.29,NSE,NSE
Syngene International Ltd.xlsx,84,5,31,34,2025-10-20 00:00:00,Buy,10,644,648.57,6485.66,,NSE,BSE
Syngene International Ltd.xlsx,84,5,32,35,2025-10-17 00:00:00,Buy,10,636,640.51,6405.08,,NSE,BSE
Syngene International Ltd.xlsx,84,5,33,36,2025-08-28 00:00:00,Buy,5,641.2,645.76,3228.8,3228.8,BSE,BSE
TATA Capital.xlsx,9,0
TATA Power.xlsx,65,12,13,14,2025-12-24 00:00:00,Buy,5,382.25,382.25,1924.8,1924.79,BSE,NSE
TATA Power.xlsx,65,12,22,23,2025-10-31 00:00:00,Buy,1,407.5,407.5,410.38,410.38,NSE,NSE
TATA Power.xlsx,65,12,22,24,2025-10-31 00:00:00,Buy,1,407.5,407.5,410.38,410.38,NSE,NSE
TATA Power.xlsx,65,12,22,27,2025-10-31 00:00:00,Buy,1,407.5,407.5,410.38,410.38,NSE,NSE
TATA Power.xlsx,65,12,22,28,2025-10-31 00:00:00,Buy,1,407.5,407.5,410.38,410.38,NSE,NSE
TATA Power.xlsx,65,12,23,24,2025-10-31 00:00:00,Buy,1,407.5,407.5,410.38,410.38,NSE,NSE
TATA Power.xlsx,65,12,23,27,2025-10-31 00:00:00,Buy,1,407.5,407.5,410.38,410.38,NSE,NSE
TATA Power.xlsx,65,12,23,28,2025-10-31 00:00:00,Buy,1,407.5,407.5,410.38,410.38,NSE,NSE
TATA Power.xlsx,65,12,24,27,2025-10-31 00:00:00,Buy,1,407.5,407.5,410.38,410.38,NSE,NSE
TATA Power.xlsx,65,12,24,28,2025-10-31 00:00:00,Buy,1,407.5,407.5,410.38,410.38,NSE,NSE
TATA Power.xlsx,65,12,27,28,2025-10-31 00:00:00,Buy,1,407.5,407.5,410.38,410.38,NSE,NSE
TATA Power.xlsx,65,12,29,30,2025-10-17 00:00:00,Buy,10,396,398.81,3988.06,,NSE,BSE
Tata Chemicals.xlsx,36,0
Tata Motors Ltd.xlsx,16,2,11,13,2025-10-20 00:00:00,Buy,10,398.75,401.57,4015.72,,NSE,NSE
Tata Motors Ltd.xlsx,16,2,12,14,2025-10-17 00:00:00,Buy,20,397.8,400.62,8012.41,,NSE,NSE
Tata Steel Ltd.xlsx,19,0
Tata Technologies Ltd.xlsx,37,4,28,32,2025-10-20 00:00:00,Buy,10,680.7,685.52,6855.21,,NSE,BSE
Tata Technologies Ltd.xlsx,37,4,29,33,2025-10-17 00:00:00,Buy,4,690.15,695.53,2780.17,,BSE,BSE
Tata Technologies Ltd.xlsx,37,4,30,34,2025-09-24 00:00:00,Buy,4,690.65,695.53,2782.14,,NSE,BSE
Tata Technologies Ltd.xlsx,37,4,31,35,2025-08-28 00:00:00,Buy,2,673.2,677.99,1355.98,1355.98,BSE,BSE
Trent.xlsx,29,4,23,26,2025-10-20 00:00:00,Buy,2,4802.05,4836.11,9672.23,,BSE,BSE
Trent.xlsx,29,4,24,27,2025-10-17 00:00:00,Buy,2,4810.75,4844.88,9689.76,,BSE,BSE
Trent.xlsx,29,4,25,28,2025-09-03 00:00:00,Buy,2,5386.5,5424.73,10849.47,10849.47,BSE,BSE
Trent.xlsx,29,4,32,33,2025-06-03 00:00:00,Buy,1,5655.83,5655.83,5655.83,5655.83,NSE,NSE
Union Bank of India Ltd.xlsx,9,0
Va Tech Wabag Ltd.xlsx,57,4,29,30,2025-11-13 00:00:00,Buy,1,1407.3,1407.3,1417.26,1417.26,NSE,NSE
Va Tech Wabag Ltd.xlsx,57,4,37,38,2025-10-27 00:00:00,Buy,1,1402.8,1402.7,1412.74,1412.63,NSE,NSE
Va Tech Wabag Ltd.xlsx,57,4,40,43,2025-10-20 00:00:00,Buy,5,1403.05,1413.01,7065.05,,BSE,NSE
Va Tech Wabag Ltd.xlsx,57,4,48,49,2025-02-28 00:00:00,Buy,1,1296.01,1296.01,1296.01,1296.01,NSE,NSE
Vikas Lifecare Ltd.xlsx,ERROR,No 'Trading History' sheet found
Wipro Ltd.xlsx,13,0
